,department,course_title,course_name,credits,area,competency,time
0,A S,AS102A,Heritage and Values,0.5,,,8:00-8:50 T
1,A S,102LA,Leadership Lab,0.0,,,3:00-4:30 W
4,A S,AS202A,Team & Leadership Fundamentals,0.5,,,9:00-9:50 T
5,A S,202LA,Leadership Lab,0.0,,,3:00-4:30 W
8,A S,AS302A,LeadingPeople&EffectiveComm,0.75,,,ARR
9,A S,302LA,Leadership Lab,0.0,,,3:00-4:30 W
12,A S,AS402A,"National Security, Leadership Responsibilities, and Commissioning Preparation",0.75,,,8:00-9:30 TR
13,A S,402LA,Leadership Lab,0.0,,,3:00-4:30 W
16,AFST,AFST100A,Intro Africana Studies,1.0,"PPD, SS",,2:20-3:50 TR
18,AFST,AFST281A,History of the Black Atlantic,1.0,"PPD, SS",W,8:20-9:50 TR
20,AFST,AFST290A,Tps:Gender Law and Womanism/African Feminism,1.0,,,10:00-11:30 TR
22,AFST,AFST290B,Tps:African American Women Playwrights,1.0,"PPD, AH",W,2:20-3:50 TR
24,AFST,AFST390A,AdvTps:Horror and Speculative Films from the Black Diaspora,1.0,"GL, AH",,2:20-3:50 MW
25,AFST,390LA,Film Screening,0.0,,,7:00-9:00 PM T
28,ANTH,ANTH151A,Human Cultures,1.0,SS,,8:20-9:50 TR
30,ANTH,ANTH151B,Human Cultures,1.0,SS,,12:40-2:10 TR
32,ANTH,ANTH151C,Human Cultures,1.0,SS,,2:20-3:50 TR
34,ANTH,ANTH151PA,Human Cultures,1.0,"PPD, SS",,12:30-1:30 MWF
36,ANTH,ANTH153A,Human Origins,1.0,SM,,9:10-10:10 MWF
38,ANTH,ANTH251A,LatAmer&CaribbnCultures,1.0,"GL, SS",W,10:00-11:30 TR
40,ANTH,ANTH261A,Archaeology of the Body,1.0,SS,Q,10:20-11:20 MWF
42,ANTH,ANTH290A,Perspectives: Native Indiana,1.0,SS,,2:50-3:50 MWF
44,ANTH,ANTH441A,Readings and Projects in Anthropology,0.25,,,ARR
46,ANTH,ANTH452A,Senior Seminar,1.0,,S,12:40-2:10 TR
48,ARTD,ARTD120A,Intro to Design Studies,1.0,AH,,8:20-9:50 TR
50,ARTD,ARTD120B,Introduction to Design Studies,1.0,AH,,10:00-11:30 TR
52,ARTD,ARTD291A,IntermedStudio:Design Studies Hybrid Practices,1.0,AH,,12:40-3:30 TR
54,ARTD,ARTD391A,AdvDesign:Hybrid Practices,1.0,AH,,12:40-3:30 TR
56,ARTD,ARTD495A,Design Studies Senior Project,1.0,,S,12:40-3:30 TR
58,ARTH,ARTH131A,Early Art Hist:Before 1400 C.E,1.0,"GL, AH",,9:10-10:10 MWF
60,ARTH,ARTH190A,"Tps:Art History: Ideas, Questions, and Methods Beyond Disciplines",1.0,AH,,12:30-1:30 MWF
62,ARTH,ARTH190B,Tps:Global Catholic Art: 1500 to Present,1.0,"GL, AH",,2:20-3:50 MW
64,ARTH,ARTH218A,Cathedral & Court:Gothic Art,1.0,"GL, AH",,12:40-2:10 TR
66,ARTH,ARTH290A,Tps:Contemporary Queer and Feminist Art,1.0,AH,,10:00-11:30 TR
68,ARTH,ARTH290C,Tps:Colonial Art and Visual Cultures in the Americas,1.0,"GL, AH",,2:20-3:50 TR
70,ARTH,ARTH390A,AdvTps:Contemporary Queer & Feminist Art,1.0,AH,,10:00-11:30 TR
72,ARTH,ARTH494A,Art History Seminar,1.0,,S,12:40-3:30 T
74,ARTS,ARTS163A,Intro to Photography,1.0,AH,,8:30-11:20 TR
76,ARTS,ARTS170A,Intro to Sculpture,1.0,AH,,12:40-3:30 TR
78,ARTS,ARTS175A,Intro to Ceramics,1.0,AH,,8:30-11:20 TR
80,ARTS,ARTS197SA,FYS:Photography and Social Justice,1.0,,,12:30-3:20 MW
82,ARTS,ARTS198CA,IntroStudio:Peeler Cup Collective,0.25,AH,,ARR
84,ARTS,ARTS257A,Intermediate Painting: Every Painter is a Thief,1.0,AH,,12:30-3:20 MW
86,ARTS,ARTS264A,Intermediate Photography: Darkroom Experiments,1.0,AH,,8:30-11:20 MW
88,ARTS,ARTS271A,Sculpture/Public Spaces,1.0,AH,,8:30-11:20 TR
90,ARTS,ARTS298BA,IntermedStudio:Painting,1.0,AH,,ARR
92,ARTS,ARTS298CA,IntermedStudio:Ceramics: Peeler Cup Collective,1.0,AH,,2:20-3:50 TR
94,ARTS,ARTS298HA,IntermedStudio:Interdsc,0.5,AH,,ARR
96,ARTS,ARTS357A,Advanced Painting: Every Painter is a Thief,1.0,AH,,12:30-3:20 MW
98,ARTS,ARTS364A,Advanced Photography: Darkroom Experiments,1.0,AH,,8:30-11:20 MW
100,ARTS,ARTS371A,Advanced Sculpture in Public Places,1.0,AH,,8:30-11:20 TR
102,ARTS,ARTS398CA,AdvStudio:Ceramics: Peeler Cup Collective,1.0,AH,,2:20-3:50 TR
104,ARTS,ARTS398GA,AdvStudio:User Interface Design and User Experience Design,1.0,AH,,ARR
106,ARTS,ARTS398GB,AdvStudio:Animation Design,0.5,AH,,ARR
108,ARTS,ARTS398HA,AdvStudio:Interdiscip,1.0,AH,,ARR
110,ARTS,ARTS492A,Senior Projects II,1.0,,S,8:30-11:20 MW
112,ASIA,ASIA480A,Asian Studies Sr Seminar,1.0,,S,7:00-9:50 PM M
114,BIO,BIO101A,"Molecules, Genes & Cells",1.0,SM,,9:10-10:10 MWF
115,BIO,101LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
118,BIO,BIO101B,"Molecules, Genes & Cells",1.0,SM,,10:20-11:20 MWF
119,BIO,101LB,Laboratory - 1 Period,0.0,,,8:30-11:20 R
122,BIO,BIO101C,"Molecules, Genes & Cells",1.0,SM,,1:40-2:40 MWF
123,BIO,101LC,Laboratory - 1 Period,0.0,,,12:40-3:30 R
126,BIO,BIO101D,"Molecules, Genes & Cells",1.0,SM,,2:50-3:50 MWF
127,BIO,101LD,Laboratory - 1 Period,0.0,,,8:30-11:20 T
130,BIO,BIO102A,"Evolution,Organisms & Ecology",1.0,SM,,9:10-10:10 MWF
131,BIO,102LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
134,BIO,BIO102B,"Evolution,Organisms & Ecology",1.0,SM,,10:20-11:20 MWF
135,BIO,102LB,Laboratory - 1 Period,0.0,,,8:30-11:20 R
138,BIO,BIO102C,"Evolution,Organisms & Ecology",1.0,SM,,1:40-2:40 MWF
139,BIO,102LC,Laboratory - 1 Period,0.0,,,12:40-3:30 R
142,BIO,BIO230A,Plant Biology,1.0,,,9:10-10:10 MWF
143,BIO,230LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
146,BIO,BIO234A,Evolutionary Developmental Biology,1.0,SM,,10:20-11:20 MWF
147,BIO,234LA,Laboratory - 1 Period,0.0,,,8:30-11:20 R
150,BIO,BIO241A,Intermediate Cellular Biology,1.0,,,12:30-1:30 MWF
151,BIO,241LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
154,BIO,BIO295A,Practicum for Bio Tutors,0.5,,,ARR
156,BIO,BIO315A,Molecular Biology,1.0,,,12:30-1:30 MWF
157,BIO,315LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
160,BIO,BIO325A,Bioinformatics,1.0,,,2:50-3:50 MWF
161,BIO,325LA,Laboratory - 1 Period,0.0,,,8:30-11:20 T
164,BIO,BIO344A,Ecological & Evolutionary Genetics,1.0,,,12:30-1:30 MWF
166,BIO,BIO348A,Behavioral Ecology,1.0,,,2:50-3:50 MWF
167,BIO,348LA,Laboratory - 1 Period,0.0,,,8:30-11:20 T
170,BIO,BIO361A,Immunology,1.0,,S,9:10-10:10 MWF
171,BIO,361LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
174,BIO,BIO375A,Biostatistics,1.0,,Q,10:20-11:20 MWF
175,BIO,375LA,Laboratory - 1 Period,0.0,,,8:30-11:20 R
178,BIO,BIO382A,Neurobiology,1.0,,,8:00-9:00 MWF
179,BIO,382LA,Laboratory - 1 Period,0.0,,,8:30-11:20 T
182,BIO,BIO390A,Tps:Environmental Microbiology,1.0,,W,1:40-2:40 MWF
183,BIO,390LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
186,BIO,BIO450A,Senior Seminar,0.5,,S,7:00-8:50 PM R
188,BIO,BIO490A,Research Problems,0.0,,,ARR
190,BIO,BIO490B,Research Problems,0.0,,,ARR
192,BIO,BIO490C,Research Problems,0.0,,,ARR
194,BIO,BIO490D,Research Problems,0.0,,,ARR
196,BIO,BIO490E,Research Problems,0.0,,,ARR
198,BIO,BIO490F,Research Problems,0.0,,,ARR
200,BIO,BIO490G,Research Problems,0.0,,,ARR
202,BIO,BIO490H,Research Problems,0.0,,,ARR
204,BIO,BIO490J,Research Problems,0.0,,,ARR
206,BIO,BIO490K,Research Problems,0.0,,,ARR
208,BUSA,BUSA110A,Gateway to Business Analytics,1.0,SS,Q,9:10-10:10 MWF
210,BUSA,BUSA110B,Gateway to Business Analytics,1.0,SS,Q,10:00-11:30 TR
212,BUSA,BUSA110C,Gateway to Business Analytics,1.0,SS,Q,10:20-11:20 MWF
214,BUSA,BUSA190A,Tps:GIS Basics Across Disciplines,1.0,SM,,2:20-3:50 TR
216,BUSA,BUSA210A,Business Analytics II,1.0,SM,Q,12:40-2:10 TR
218,BUSA,BUSA210B,Business Analytics II,1.0,SM,Q,2:20-3:50 TR
220,BUSA,BUSA260A,Data Visualization in Tableau,1.0,,,10:00-11:30 TR
222,BUSA,BUSA290A,Tps:The Ethics Project,1.0,,,8:20-9:50 TR
224,BUSA,BUSA290B,Tps:Ethics and Business,1.0,,,2:20-3:50 TR
226,BUSA,BUSA305A,Regression with Microdata,1.0,SM,,10:20-11:20 MWF
228,BUSA,BUSA310A,Business Analytics III,1.0,,,9:10-10:10 MWF
230,BUSA,BUSA331A,Financial Mathematics,1.0,,,10:00-11:30 TR
232,BUSA,BUSA332A,Seminar in Financial Math,0.5,,,2:20-3:50 R
234,BUSA,BUSA390A,Tps:Machine Learning for Healthcare,1.0,,,1:40-2:40 MWF
236,BUSA,BUSA480A,Business Analytics Capstone,1.0,,S,2:50-3:50 MWF
238,CHEM,CHEM120A,Struc/Prop Organic Mol,1.0,SM,,8:00-9:00 MWF
239,CHEM,120LA,Laboratory - 1 Period,0.0,,,8:30-11:20 T
242,CHEM,CHEM120B,Struc/Prop Organic Mol,1.0,SM,,9:10-10:10 MWF
243,CHEM,120LB,Laboratory - 1 Period,0.0,,,12:40-3:30 R
246,CHEM,CHEM130A,Struc/Prop Inorg Compds,1.0,SM,,9:10-10:10 MWF
247,CHEM,130LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
250,CHEM,CHEM130B,Struc/Prop Inorg Compds,1.0,SM,,10:20-11:20 MWF
251,CHEM,130LB,Laboratory - 1 Period,0.0,,,8:30-11:20 R
254,CHEM,CHEM170A,Stoich Calculations,0.25,,,10:20-11:20 MW
256,CHEM,CHEM170B,Stoich Calculations,0.25,,,1:40-2:40 WF
258,CHEM,CHEM240A,Struc/Func Biomolecules,1.0,SM,,9:10-10:10 MWF
259,CHEM,240LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
262,CHEM,CHEM240B,Structure and Function of Biomolecules,1.0,SM,,10:20-11:20 MWF
263,CHEM,240LB,Laboratory - 1 Period,0.0,,,8:30-11:20 R
266,CHEM,CHEM260A,Therm/Equil/Kinetics,1.0,SM,Q,8:00-9:00 MWF
267,CHEM,260LA,Laboratory - 1 Period,0.0,,,8:30-11:20 T
270,CHEM,CHEM260B,Therm/Equil/Kinetics,1.0,SM,Q,12:30-1:30 MWF
271,CHEM,260LB,Laboratory - 1 Period,0.0,,,12:40-3:30 R
274,CHEM,CHEM320A,Org Mech & Synthesis,1.0,,,10:20-11:20 MWF
275,CHEM,320LA,Laboratory - 1 Period,0.0,,,8:30-11:20 R
278,CHEM,CHEM342A,Tps:Viruses & Public Health,1.0,SM,,9:10-10:10 MWF
280,CHEM,CHEM343A,Advanced Biochemistry,1.0,,,12:30-1:30 MWF
282,CHEM,CHEM351A,Chemometrics,0.5,,,1:40-2:40 WF
284,CHEM,CHEM363A,Quantum Mechanics,0.5,,,8:00-9:00 MW
286,CHEM,CHEM395A,Independent Study,0.0,,,ARR
288,CHEM,CHEM395B,Independent Study,0.0,,,ARR
290,CHEM,CHEM395C,Independent Study,0.0,,,ARR
292,CHEM,CHEM395D,Independent Study,0.0,,,ARR
294,CHEM,CHEM395E,Independent Study,0.0,,,ARR
296,CHEM,CHEM395F,Independent Study,0.0,,,ARR
298,CHEM,CHEM395G,Independent Study,0.0,,,ARR
300,CHEM,CHEM395H,Independent Study,0.0,,,ARR
302,CHEM,CHEM395J,Independent Study,0.0,,,ARR
304,CHEM,CHEM405A,Thesis,0.5,,,ARR
306,CHEM,CHEM440A,Biophysical Chemistry,1.0,,,2:50-3:50 MWF
308,CHEM,CHEM450A,Method Development,0.5,,,1:40-2:30 M
309,CHEM,450LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
312,CHEM,CHEM490A,Senior Capstone,0.5,,S,7:00-8:50 PM T
314,CHEM,CHEM490B,Senior Capstone,0.5,,S,7:00-8:50 PM T
316,CHEM,CHEM490C,Senior Capstone,0.5,,S,7:00-8:50 PM T
318,CHIN,CHIN162A,Elementary Chinese II,1.0,LA,,9:10-10:10 MWF
320,CHIN,CHIN262A,Intermediate Chinese II,1.0,LA,,10:20-11:20 MWF
322,CHIN,CHIN461A,Advanced Readings and Projects,0.0,LA,,ARR
324,CLST,CLST100A,Greek and Roman Mythology,1.0,AH,,10:20-11:20 MWF
326,CLST,CLST154A,Ancient Roman World,1.0,"GL, AH",,1:40-2:40 MWF
328,CLST,CLST258A,Greek and Roman Law,1.0,AH,,10:00-11:30 TR
330,CLST,CLST263A,Archaeology of Greek Cities and Sanctuaries,1.0,"GL, AH",,12:40-2:10 TR
332,CLST,CLST310A,Topics in Archaeology: Ancient North Africa,1.0,,S,8:20-9:50 TR
334,CLST,CLST454A,Senior Seminar: Ancient North Africa,1.0,,S,8:20-9:50 TR
336,COMM,COMM111A,Acting I,1.0,AH,,12:40-2:10 TR
338,COMM,COMM123A,Public Speaking,1.0,,,10:00-11:30 TR
340,COMM,COMM123B,Public Speaking,1.0,,,9:10-10:10 MWF
342,COMM,COMM200A,Foundations/Comm Studies,1.0,,,12:30-1:30 MWF
344,COMM,COMM200B,Foundations of Communication Studies,1.0,,,10:20-11:20 MWF
346,COMM,COMM217A,Tps:Entertainment Design: Costume Design,1.0,,,2:20-3:50 TR
348,COMM,COMM223A,Public Comm&Controversy,1.0,AH,,10:00-11:30 TR
350,COMM,COMM225A,Interpersonal Comm,1.0,SS,,9:10-10:10 MWF
352,COMM,COMM225B,Interpersonal Comm,1.0,SS,,10:20-11:20 MWF
354,COMM,COMM228A,Foundations of Leadership,1.0,SS,,10:00-11:30 TR
356,COMM,COMM233A,"Media, Culture & Society",1.0,,,2:20-3:50 TR
358,COMM,COMM233B,"Media, Culture & Society",1.0,,,10:00-11:30 TR
360,COMM,COMM235A,Electronic Journalism,1.0,,W,9:10-10:10 MWF
362,COMM,COMM236A,TV Prod & Televisual Literacy,1.0,,,2:20-3:50 TR
364,COMM,COMM291A,Tps:Education and the Language of the Black Dancing Body,1.0,,,10:00-11:30 TR
366,COMM,COMM292AA,Interpersonal Project,0.5,,,ARR
368,COMM,COMM292CA,Theatre Project,1.0,,,ARR
370,COMM,COMM292CB,Theatre Project,1.0,,,ARR
372,COMM,COMM315A,Tps:Latinx Theatre and Performance,1.0,,,12:40-2:10 TR
374,COMM,COMM318A,Business of Performing Arts,1.0,,,12:40-2:10 TR
376,COMM,COMM319A,"Writing for Stage, Screen & TV",1.0,AH,,2:20-3:50 MW
378,COMM,COMM323A,History/Public Discourse,1.0,,,12:40-2:10 TR
380,COMM,COMM334A,Media Criticism,1.0,,,12:40-2:10 TR
382,COMM,COMM335A,Media Law,1.0,,,10:20-11:20 MWF
384,COMM,COMM337A,Global Media,1.0,"GL, AH",,12:30-1:30 MWF
386,COMM,COMM337B,Global Media,1.0,"GL, AH",,1:40-2:40 MWF
388,COMM,COMM350A,Comm Research Methods,1.0,,Q,8:20-9:50 TR
390,COMM,COMM450A,Sem:Podcasting: Technology and Culture,1.0,,S,2:20-3:50 TR
392,COMM,COMM450B,"Sem:Performance on Stage, Performance in Life",1.0,,S,2:20-3:50 TR
394,COMM,COMM450C,Sem:Communication & Sport,1.0,,S,12:30-3:20 W
396,COMM,COMM450D,Sem:Representations of America,1.0,,S,8:20-9:50 MW
398,CSC,CSC120A,Computer Science for All,1.0,SM,Q,10:20-11:20 MWF
400,CSC,CSC121A,Computer Science I,1.0,SM,Q,12:30-1:30 MWF
401,CSC,121LA,Laboratory - 1 Period,0.0,,,1:40-3:30 R
404,CSC,CSC121B,Computer Science I,1.0,SM,Q,10:20-11:20 MWF
405,CSC,121LB,Laboratory - 1 Period,0.0,,,9:40-11:30 R
408,CSC,CSC125A,Principles of Software Development,1.0,,,8:00-9:00 MWF
410,CSC,CSC125B,Principles of Software Development,1.0,,,9:10-10:10 MWF
412,CSC,CSC125C,Principles of Software Development,1.0,,,9:10-10:10 MWF
414,CSC,CSC231A,Computer Systems,1.0,,,8:20-9:50 TR
416,CSC,CSC231B,Computer Systems,1.0,,,12:40-2:10 TR
418,CSC,CSC235A,Data Structures,1.0,,,12:30-1:30 MWF
420,CSC,CSC235B,Data Structures,1.0,,,1:40-2:40 MWF
422,CSC,CSC236A,Algorithmic Foundations of Computation,1.0,,,1:40-2:40 MWF
424,CSC,CSC330A,Artificial Intelligence,1.0,,,10:00-11:30 TR
426,CSC,CSC330B,Artificial Intelligence,1.0,,,2:20-3:50 TR
428,CSC,CSC430A,Computer Security,1.0,,,12:30-1:30 MWF
430,CSC,CSC480A,Database & File Systems,1.0,,,2:20-3:50 TR
432,CSC,CSC496A,Computer Science Topics: Mobile Development,1.0,,,10:20-11:20 MWF
434,CSC,CSC496B,Computer Science Topics: Machine Learning,1.0,,,1:40-2:40 MWF
436,CSC,CSC496D,Computer Science Topics: Mobile Development,1.0,,,2:50-3:50 MWF
438,CSC,CSC496E,Computer Science Topics: Machine Learning,1.0,,,2:50-3:50 MWF
440,CSC,CSC498A,Senior Project,1.0,,S,ARR
442,CSC,CSC498B,Senior Project,1.0,,S,ARR
444,ECON,ECON100A,Intro to Economics,1.0,SS,Q,9:10-10:10 MWF
446,ECON,ECON100B,Intro to Economics,1.0,SS,Q,10:20-11:20 MWF
448,ECON,ECON100C,Intro to Economics,1.0,SS,Q,12:30-1:30 MWF
450,ECON,ECON100D,Intro to Economics,1.0,SS,Q,1:40-2:40 MWF
452,ECON,ECON293A,Foundations of Corporate Finance,1.0,,,10:00-11:30 TR
454,ECON,ECON293B,Foundations of Corporate Finance,1.0,,,2:20-3:50 TR
456,ECON,ECON294A,Intermed Microeconomics,1.0,SS,Q,12:30-1:30 MWF
458,ECON,ECON294B,Intermed Microeconomics,1.0,SS,Q,1:40-2:40 MWF
460,ECON,ECON295A,Intermed Macroeconomics,1.0,SS,,1:40-2:40 MWF
462,ECON,ECON295B,Intermed Macroeconomics,1.0,SS,,2:50-3:50 MWF
464,ECON,ECON350A,Introduction to Econometrics,1.0,SM,Q,10:00-11:30 TR
466,ECON,ECON350B,Introduction to Econometrics,1.0,SM,Q,12:40-2:10 TR
468,ECON,ECON350C,Introduction to Econometrics,1.0,SM,Q,1:40-2:40 MWF
470,ECON,ECON360A,Investment Analysis and Portfolio Management,1.0,,,12:30-1:30 MWF
472,ECON,ECON360C,Investment Analysis and Portfolio Management,1.0,,,1:40-2:40 MWF
474,ECON,ECON415A,Labor Economics,1.0,SS,,10:00-11:30 TR
476,ECON,ECON450A,Econometrics,1.0,,,8:20-9:50 TR
478,ECON,ECON470A,Money-Banking,1.0,,,10:20-11:20 MWF
480,ECON,ECON480A,Seminar,1.0,,S,12:40-3:30 T
482,ECON,ECON480B,Seminar,1.0,,S,12:40-3:30 R
484,ECON,ECON485A,Independent Senior Thesis,0.5,,,ARR
486,EDUC,EDUC170A,Foundations of Education,1.0,SS,,12:30-1:30 MWF
488,EDUC,EDUC170B,Foundations of Education,1.0,SS,,2:20-3:50 TR
490,EDUC,EDUC222A,Developmental Theories,1.0,SS,Q,10:00-11:30 TR
492,EDUC,EDUC222B,Developmental Theories,1.0,SS,Q,2:20-3:50 TR
494,EDUC,EDUC223A,Deconstructing Difference,1.0,"PPD, SS",,12:30-1:30 MWF
