,department,course_title,course_name,credits,area,competency,time
928,LAT,LAT331A,Readings in Latin Prose,1.0,LA,,12:30-1:30 MWF
930,LEAD,LEAD228A,Foundations of Leadership,1.0,SS,,10:00-11:30 TR
932,LEAD,LEAD333A,Ethical Perspectives for Leadership,1.0,SS,,12:40-2:10 TR
934,LEAD EXPA,LEADEXPA,EXP:Leadership Development in Higher Education,0.5,,,ARR
936,MATH,MATH123B,Computational Discrete Math,1.0,SM,Q,10:20-11:20 MWF
938,MATH,MATH136A,Calculus with Review II,1.0,SM,Q,12:30-1:30 MWF
940,MATH,MATH141A,Stats for Professionals,1.0,SM,Q,10:20-11:20 MWF
942,MATH,MATH141B,Stats for Professionals,1.0,SM,Q,12:30-1:30 MWF
944,MATH,MATH151A,Calculus I,1.0,SM,Q,1:40-2:40 MWF
946,MATH,MATH151B,Calculus I,1.0,SM,Q,2:50-3:50 MWF
948,MATH,MATH151C,Calculus I,1.0,SM,Q,9:10-10:10 MWF
950,MATH,MATH152A,Calculus II,1.0,SM,Q,1:40-2:40 MWF
952,MATH,MATH152B,Calculus II,1.0,SM,Q,2:50-3:50 MWF
954,MATH,MATH223A,Foundations of Advanced Math,1.0,SM,Q,12:40-2:10 TR
956,MATH,MATH247A,Mathematical Statistics,1.0,SM,Q,1:40-2:40 MWF
958,MATH,MATH251A,Calculus III,1.0,SM,Q,10:00-11:30 TR
960,MATH,MATH270A,Linear Algebra,1.0,,W,8:00-9:00 MWF
962,MATH,MATH331A,Financial Mathematics,1.0,,,10:00-11:30 TR
964,MATH,MATH332A,Seminar in Financial Math,0.5,,,2:20-3:50 R
966,MATH,MATH341A,StatisticalModelAnalysis,1.0,SM,Q,9:10-10:10 MWF
968,MATH,MATH348A,Intro to Statistical Computing,1.0,SM,,7:00-8:30 PM MW
970,MATH,MATH363A,Differential Equations,1.0,,,10:20-11:20 MWF
972,MATH,MATH371A,Algebraic Structures,1.0,,,12:30-1:30 MWF
974,MATH,MATH494A,Actuarial Science Case Studies,1.0,,S,12:40-2:10 TR
976,MATH,MATH495A,Seminar,1.0,,S,12:40-2:10 TR
978,MSST,MSST493A,Museum Studies Capstone,0.5,,,ARR
980,MUS,MUS001A,Concert Attendance,0.0,,,ARR
982,MUS,MUS102A,Exploring Music in History and Culture,1.0,AH,,2:20-3:50 TR
984,MUS,MUS110A,Intro to Mus. Technology,0.5,AH,,8:00-8:50 TR
986,MUS,MUS141A,Music Theory and Musicianship II,1.0,,,12:30-1:30 MWF
988,MUS,MUS171A,Beginning Ballet I,0.5,AH,,10:00-10:50 TR
990,MUS,MUS175A,Beginning Jazz Dance I,0.5,AH,,2:20-3:10 TR
992,MUS,MUS181A,Symphonic Band,0.25,AH,,4:00-5:30 TR
994,MUS,MUS193A,French Diction/Singers,0.5,,,12:40-1:30 TR
996,MUS,MUS211A,Theory III,0.75,AH,,9:10-10:00 MWF
998,MUS,MUS221A,Musicianship III,0.5,AH,,12:30-1:20 MW
1000,MUS,MUS251A,Percussion Techniques,0.5,,,2:50-3:50 MWF
1002,MUS,MUS255A,Instru/Choral Mus.Ed.Lab,0.0,,,2:20-3:20 TR
1004,MUS,MUS263A,Mus-Stdnts w/DiverseNeed,0.75,,,8:20-9:50 TR
1006,MUS,MUS265A,History Western Music I,1.0,AH,,1:40-2:40 MWF
1008,MUS,MUS266A,History Western Music II,1.0,AH,,1:40-2:40 MWF
1010,MUS,MUS272AA,Large Instrumental Ensemble - Full Rotation,0.5,AH,,4:00-5:30 MWF
1012,MUS,MUS272BA,Large Instrumental Ensemble - Orchestra,0.25,AH,,4:00-5:30 MWF
1014,MUS,MUS272CA,Large Instrumental Ensemble - Band,0.25,AH,,4:00-5:30 MWF
1016,MUS,MUS272DA,Large Instrumental Ensemble - Jazz Ensemble,0.25,AH,,4:00-5:30 MWF
1018,MUS,MUS274A,Putnam County Festival Choir,0.25,,,7:00-9:00 PM T
1020,MUS,MUS276AA,Vox Animae,0.5,AH,,4:00-4:50 MWR
1021,MUS,276LA,Vox Animae Lab,0.0,,,7:00-9:00 PM T
1024,MUS,MUS276BA,Vox Animae,0.25,AH,,4:00-4:50 MWR
1026,MUS,MUS277AA,Chamber Singers,0.5,AH,,5:00-5:50 MWR
1027,MUS,277LA,Chamber Singers Lab,0.0,,,7:00-9:00 PM T
1030,MUS,MUS277BA,Chamber Singers,0.25,AH,,5:00-5:50 MWR
1032,MUS,MUS280A,Topics in Music Technology: Digital Music Production,0.5,,,9:10-10:10 MW
1034,MUS,MUS282A,Music for the Stage,0.25,AH,,10:00-11:30 TR
1036,MUS,MUS289AA,General Chamber Music,0.25,AH,,ARR
1038,MUS,MUS289HA,Horn Ensemble,0.25,AH,,ARR
1040,MUS,MUS289JA,Jazz Combos,0.25,AH,,ARR
1042,MUS,MUS289JB,Jazz Combos,0.25,AH,,ARR
1044,MUS,MUS289JC,Jazz Combos,0.25,AH,,ARR
1046,MUS,MUS289NA,Piano Ensemble,0.25,AH,,ARR
1048,MUS,MUS289NB,Piano Ensemble,0.25,AH,,ARR
1050,MUS,MUS289PA,Percussion Ensemble,0.25,AH,,ARR
1052,MUS,MUS289SA,Saxophone Ensemble,0.25,AH,,ARR
1054,MUS,MUS310A,Building Musical Lives and Communities,1.0,,,10:20-11:20 MWF
1056,MUS,MUS360A,Conducting I,0.5,,,10:00-10:50 TR
1058,MUS,MUS362AA,Conducting II (Instr.),0.5,,,ARR
1060,MUS,MUS380A,21CM Topics: Composition,0.5,,,8:00-8:50 MW
1062,MUS,MUS380B,21CM Topics: Black Choral Music,0.5,,,12:30-1:20 MW
1064,MUS,MUS381A,Elective Recital 30-min,0.25,,,ARR
1066,MUS,MUS385A,Junior Recital,0.25,,,ARR
1068,MUS,MUS390A,Topics: Women in Western Music,1.0,PPD,W,9:10-10:10 MWF
1070,MUS,MUS450A,Seminar,1.0,,S,2:50-3:50 MWF
1072,MUS,MUS451A,Student Teaching in Music,2.0,,,ARR
1074,MUS,MUS452A,SrSeminarMusicEducators,1.0,,S,ARR
1076,MUS,MUS481A,Elective Recital 60-min,0.25,,,ARR
1078,MUS,MUS485A,Senior Recital,0.25,,,ARR
1080,MUS,MUS900A,Beginning Class Piano (CLA),0.25,AH,,2:20-3:10 TR
1082,MUS,MUS900B,Beginning Class Piano (CLA),0.25,AH,,7:00-8:50 PM M
1084,MUS,MUS904A,Class Piano IV,0.25,,,9:00-9:50 TR
1086,MUS,MUS904B,Class Piano IV,0.25,,,10:00-10:50 TR
1088,MUS,MUS907A,Beginning Folk Guitar I,0.25,AH,,12:40-1:30 TR
1090,MUS BASA,MUSBASA,String Bass,0.0,AH,,ARR
1092,MUS BMEA,MUSBMEA,Oboe/Bassoon,0.25,AH,,ARR
1094,MUS BSNA,MUSBSNA,Bassoon,0.0,AH,,ARR
1096,MUS CLOA,MUSCLOA,Violoncello,0.0,AH,,ARR
1098,MUS CLRA,MUSCLRA,Clarinet,0.0,AH,,ARR
1100,MUS CMPA,MUSCMPA,Composition,0.0,AH,,ARR
1102,MUS EUPA,MUSEUPA,Euphonium,0.0,AH,,ARR
1104,MUS FLTA,MUSFLTA,Flute,0.0,AH,,ARR
1106,MUS GUIA,MUSGUIA,Folk Guitar,0.0,AH,,ARR
1108,MUS GUIJA,MUSGUIJA,Jazz Guitar,0.0,AH,,ARR
1110,MUS HRNA,MUSHRNA,Horn,0.0,AH,,ARR
1112,MUS HRPA,MUSHRPA,Harp,0.0,AH,,ARR
1114,MUS IMPRA,MUSIMPRA,Applied Improvisation,0.0,AH,,ARR
1116,MUS OBOA,MUSOBOA,Oboe,0.0,AH,,ARR
1118,MUS PNOA,MUSPNOA,Piano,0.0,AH,,ARR
1120,MUS PRCA,MUSPRCA,Percussion,0.0,AH,,ARR
1122,MUS SAXA,MUSSAXA,Saxophone,0.0,AH,,ARR
1124,MUS TBAA,MUSTBAA,Tuba,0.0,AH,,ARR
1126,MUS TBNA,MUSTBNA,Trombone,0.0,AH,,ARR
1128,MUS TPTA,MUSTPTA,Trumpet,0.0,AH,,ARR
1130,MUS VLAA,MUSVLAA,Viola,0.0,AH,,ARR
1132,MUS VLNA,MUSVLNA,Violin,0.0,AH,,ARR
1134,MUS VOCA,MUSVOCA,Voice,0.0,AH,,ARR
1136,MUS VOCB,MUSVOCB,Voice,0.0,AH,,ARR
1138,MUS VOCC,MUSVOCC,Voice,0.0,AH,,ARR
1140,MUS VOCD,MUSVOCD,Voice,0.0,AH,,ARR
1142,NEUR,NEUR320A,Topics in Neuroscience,0.5,,,10:00-11:00 TR
1144,NEUR,NEUR349A,Clinical Neuroscience and Neuropsychology,1.0,,,2:20-3:50 TR
1146,NEUR,NEUR480A,Neuroscience Capstone,1.0,,,7:00-9:50 PM M
1148,NEUR,NEUR480B,Neuroscience Capstone,1.0,,,12:30-3:20 W
1150,OCS,OCS999A,Off Campus Study,3.5,,,ARR
1152,PACS,PACS100A,Introduction to Peace and Conflict Studies,1.0,"PPD, SS",,10:00-11:30 TR
1154,PACS,PACS100B,Introduction to Peace and Conflict Studies,1.0,"PPD, SS",,2:20-3:50 MW
1156,PACS,PACS290A,Tps:Complexity Thinking,1.0,SS,W,2:20-3:50 TR
1158,PACS,PACS295A,Applied Conflict Analysis and Resolution,1.0,SS,W,12:40-2:10 TR
1160,PACS,PACS390A,Tps:War on Drugs,1.0,SS,W,7:00-8:30 PM TR
1162,PACS,PACS430A,Senior Seminar,1.0,,S,8:30-11:20 M
1164,PHIL,PHIL101A,Intro to Philosophy: Big Questions,1.0,AH,,2:50-3:50 MWF
1166,PHIL,PHIL101B,Intro to Philosophy: Big Questions,1.0,AH,,10:20-11:20 MWF
1168,PHIL,PHIL101C,Intro to Philosophy: The Examined Life,1.0,AH,,9:10-10:10 MWF
1170,PHIL,PHIL209A,"Tps:Power, Privilege, and Diversity",1.0,PPD,W,10:20-11:20 MWF
1172,PHIL,PHIL209B,Tps:Philosophy for Children,1.0,,,8:30-11:20 T
1174,PHIL,PHIL209C,Tps:The Ethics Project,1.0,,,8:20-9:50 TR
1176,PHIL,PHIL216A,Hist/West.Phil.-EarlyMod,1.0,,,12:30-1:30 MWF
1178,PHIL,PHIL230A,Ethical Theory,1.0,AH,W,1:40-2:40 MWF
1180,PHIL,PHIL230B,Ethical Theory,1.0,AH,,8:00-9:00 MWF
1182,PHIL,PHIL233A,Ethics & Business,1.0,,,2:20-3:50 TR
1184,PHIL,PHIL251A,Logic,1.0,SM,Q,1:40-2:40 MWF
1186,PHIL,PHIL251B,Logic,1.0,SM,Q,2:50-3:50 MWF
1188,PHIL,PHIL309A,Tps:Feminist Philosophy,1.0,,,8:20-9:50 TR
1190,PHIL,PHIL309B,Tps:Forgiveness & Revenge,1.0,,,10:00-11:30 TR
1192,PHIL,PHIL309C,Tps:Ethical Perspectives for Leadership,1.0,SS,,12:40-2:10 TR
1194,PHIL,PHIL469A,Phil Problems: Philosophy of Mind,1.0,,,12:40-2:10 TR
1196,PHIL,PHIL469B,Phil Problems: Forgiveness & Revenge,1.0,,,10:00-11:30 TR
1198,PHIL,PHIL470A,Ind Study:Constitutional Law,1.0,,,ARR
1200,PHIL,PHIL470B,"Ind Study:Philosophy, Politics, and Economics",1.0,,,ARR
1202,PHIL,PHIL490A,Senior Seminar,1.0,,S,10:20-11:20 MWF
1204,PHYS,PHYS120A,Principles of Physics I,1.0,SM,Q,1:40-2:40 MWF
1205,PHYS,120LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
1208,PHYS,PHYS130A,Principles of Physics II,1.0,SM,Q,10:20-11:20 MWF
1209,PHYS,130LA,Laboratory - 1 Period,0.0,,,8:30-11:20 R
1212,PHYS,PHYS130B,Principles of Physics II,1.0,SM,Q,12:30-1:30 MWF
1213,PHYS,130LB,Laboratory - 1 Period,0.0,,,12:40-3:30 R
1216,PHYS,PHYS220A,Principles of PhysicsIII,1.0,,,10:20-11:20 MWF
1217,PHYS,220LA,Laboratory - 1 Period,0.0,,,8:30-11:20 R
1220,PHYS,PHYS380A,Nuclear & Particle Phys.,1.0,,,1:40-2:40 MWF
1221,PHYS,380LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
1224,PHYS,PHYS440A,Quantum Mechanics,1.0,,,9:10-10:10 MWF
1226,PHYS,PHYS480A,Senior Seminar,0.5,,S,8:30-11:20 R
1228,POLS,POLS110A,American Government,1.0,"PPD, SS",,10:00-11:30 TR
1230,POLS,POLS110B,American Government,1.0,"PPD, SS",,8:20-9:50 TR
1232,POLS,POLS110C,American Government,1.0,"PPD, SS",,9:10-10:10 MWF
1234,POLS,POLS110D,American Government,1.0,"PPD, SS",,10:20-11:20 MWF
1236,POLS,POLS130A,Political Theory,1.0,SS,,12:40-2:10 TR
1238,POLS,POLS150A,Comparative Pols & Govt,1.0,"GL, SS",,10:20-11:20 MWF
1240,POLS,POLS170A,International Politics,1.0,SS,,12:40-2:10 TR
1242,POLS,POLS232A,Globalizing Political Theory,1.0,"GL, SS",,2:20-3:50 TR
1244,POLS,POLS290B,Tps:International Security,1.0,SS,,10:00-11:30 TR
1246,POLS,POLS318A,Research Design and Writing in Political Science,1.0,,Q,2:20-3:50 TR
1248,POLS,POLS390A,AdvTps:Understanding Terrorism,1.0,SS,,7:00-8:30 PM TR
1250,POLS,POLS390B,"AdvTps:Solidarity, Civic Associations, and Protest in the United States",1.0,SS,,2:20-3:50 MW
1252,POLS,POLS390C,Tps:Terrorism in the United States,1.0,SS,,ARR
1254,POLS,POLS450A,Seminar: Conflict and Cooperation in the post 9/11 world,1.0,,S,2:20-3:50 MW
1256,PSY,PSY100A,Introductory Psychology,1.0,SM,,2:20-3:50 TR
1258,PSY,PSY100B,Introductory Psychology,1.0,SM,,9:10-10:10 MWF
1260,PSY,PSY100C,Introductory Psychology,1.0,SM,,1:40-2:40 MWF
1262,PSY,PSY100D,Introductory Psychology,1.0,SM,,2:20-3:50 MW
1264,PSY,PSY214A,Statistics/Behavioral Sciences,1.0,,Q,2:20-3:50 TR
1266,PSY,PSY214B,Statistics/Behavioral Sciences,1.0,,Q,12:40-2:10 TR
1268,PSY,PSY215A,Research Methods,1.0,,,12:40-2:10 TR
1269,PSY,215LA,Laboratory - 1 Period,0.0,,,7:00-9:50 PM T
1272,PSY,PSY232A,"Psychological Disorders, Treatments, and Mental Health",1.0,,,10:00-11:30 TR
1274,PSY,PSY260A,Social Psychology,1.0,PPD,,2:20-3:50 TR
1276,PSY,PSY280A,Cognitive Psychology,1.0,,,10:20-11:20 MWF
1278,PSY,PSY290A,Developmental Psychology,1.0,,,8:20-9:50 TR
1280,PSY,PSY301A,Neuro & Behavior w/Lab,1.0,,,10:00-11:30 TR
1281,PSY,301LA,Laboratory - 1 Period,0.0,,,7:00-9:50 PM T
1284,PSY,PSY346A,Tps:Psychology of Gender in Film,1.0,,,7:00-8:30 PM MW
1286,PSY,PSY352A,Psychotherapy and Treatments of Psychological Disorders,1.0,,,7:00-8:30 PM TR
1288,PSY,PSY364A,Industrial/Organizational Psy,1.0,,,10:20-11:20 MWF
1290,PSY,PSY375A,Directed Research,0.0,,,ARR
1292,PSY,PSY375B,Directed Research,0.0,,,ARR
1294,PSY,PSY375C,Directed Research,0.0,,,ARR
1296,PSY,PSY375D,Directed Research,0.5,,,ARR
1298,PSY,PSY380A,Learning&ComprtiveCogntn,1.0,,S,2:20-3:50 MW
1300,PSY,PSY493A,Senior Thesis,1.0,,,7:00-9:50 PM M
1302,PSY,PSY493B,Senior Thesis,1.0,,,12:30-3:20 W
1304,PSY,PSY496A,Empirical Senior Thesis II,1.0,,,7:00-9:50 PM M
1306,PSY,PSY496B,Empirical Senior Thesis II,1.0,,,12:30-3:20 W
1308,REL,REL130A,Intro to Religions,1.0,"GL, AH",,10:20-11:20 MWF
1310,REL,REL130B,Intro to Religions,1.0,"GL, AH",,12:40-2:10 TR
1312,REL,REL130C,Intro to Religions,1.0,"GL, AH",,9:10-10:10 MWF
1314,REL,REL130D,Intro to Religions,1.0,"GL, AH",,1:40-2:40 MWF
1316,REL,REL190A,Tps:Introduction to the Bible,1.0,,,10:20-11:20 MWF
1318,REL,REL250A,Christianity,1.0,"GL, AH",,10:00-11:30 TR
1320,REL,REL253A,Religions of India,1.0,"GL, AH",,2:20-3:50 TR
1322,REL,REL258A,Buddhism,1.0,"GL, AH",,12:30-1:30 MWF
1324,REL,REL258B,Buddhism,1.0,"GL, AH",,1:40-2:40 MWF
1326,REL,REL357A,Modern Hinduism,1.0,"GL, AH",,7:00-9:50 PM W
1328,REL,REL370A,AdvTps:Cultural Studies of Satan,1.0,"GL, AH",W,10:00-11:30 TR
1330,REL,REL491A,Ind Study:The Origin of Gods: Evolution of Religious Concepts,0.5,,,ARR
1332,SOC,SOC100A,Contemporary Society,1.0,SS,,9:10-10:10 MWF
1334,SOC,SOC100B,Contemporary Society,1.0,SS,,10:20-11:20 MWF
1336,SOC,SOC100PA,Contemporary Society,1.0,"PPD, SS",,12:40-2:10 TR
1338,SOC,SOC100PB,Contemporary Society,1.0,"PPD, SS",,10:00-11:30 TR
1340,SOC,SOC100PC,Contemporary Society,1.0,"PPD, SS",,8:20-9:50 TR
1342,SOC,SOC201A,Perspectives: Sociology of Black Americans,1.0,"PPD, SS",,2:20-3:50 TR
1344,SOC,SOC201B,Perspectives: Global and Transnational Sociology,1.0,"GL, SS",,2:20-3:50 MW
1346,SOC,SOC217A,Queer Theory/Queer Lives,1.0,"PPD, SS",,8:20-9:50 TR
1348,SOC,SOC242A,Medical Sociology,1.0,SS,,10:20-11:20 MWF
1350,SOC,SOC301A,Tps:Surveillance Capitalism and Social Control,1.0,SS,,10:00-11:30 TR
1352,SOC,SOC344A,"Girls, Women, Deviance, and Social Control",1.0,SS,,12:30-1:30 MWF
1354,SOC,SOC410A,Senior Seminar,1.0,,S,12:40-2:10 TR
1356,UNIV,UNIV135A,Academic Excellence Seminar,0.5,,,9:00-9:50 TR
1358,UNIV,UNIV180A,Sci Research Professional Devl,0.25,,,12:40-2:10 T
1360,UNIV,UNIV180B,Science Research Professional Development I,0.25,,,2:20-3:50 R
1362,UNIV,UNIV185A,Ind Proj:Business Design Development,0.0,,,ARR
1364,UNIV,UNIV190A,Tps:Introduction to 3D game Development,1.0,,,2:20-3:50 TR
1366,UNIV,UNIV190B,Tps:Intro to Librarianship,0.5,,,ARR
1368,UNIV,UNIV298A,Internship Readings,1.0,,,ARR
1370,UNIV,UNIV298B,Internship Readings,1.0,,,ARR
1372,UNIV,UNIV298C,Internship Readings,1.0,,,ARR
1374,UNIV,UNIV299A,Indpnt.Designed Intrnshp,2.0,,,ARR
1376,UNIV,UNIV299B,Independently Designed Internship,2.0,,,ARR
1378,UNIV,UNIV299C,Independently Designed Internship,2.0,,,ARR
1380,UNIV,UNIV300A,Prac Oral Comm Cons,0.5,,,ARR
1382,UNIV,UNIV310A,Prac Quant Reason Cons,0.5,,,ARR
1384,UNIV,UNIV315A,Subject Tutor Training,0.5,,,ARR
1386,UNIV,UNIV316A,InclusiveExcellencePract,0.25,,,7:00-8:30 PM W
1388,UNIV,UNIV320A,Tutor Fellow,0.25,,,ARR
1390,UNIV,UNIV350A,Ind Study:Archaeological Data Analysis and Visualization,0.5,,,ARR
1392,UNIV,UNIV380A,Science Research Professional Development II,0.25,,,7:00-8:30 PM T
1394,UNIV,UNIV390A,Tps:Stock Valuation and Analysis,0.5,,,ARR
1396,UNIV,UNIV390B,Tps:Archives in the Digital Era,0.5,,,ARR
1398,UNIV,UNIV495A,Independent Interdisciplinary Senior Project: Artistry and Entrepreneurship,1.0,,,ARR
1400,UNIV,UNIV495B,Independent Interdisciplinary Senior Project: Business Information Systems,1.0,,,ARR
1402,UNIV EXPA,UNIVEXPA,EXP:Independent Internship,0.0,,,ARR
1404,UNIV EXPB,UNIVEXPB,EXP:Black and Gold Student Success Initiative (BGSSI) Designing Your DePauw,0.5,,,2:20-3:20 TR
1406,WGSS,WGSS140A,Introduction to WGSS,1.0,"PPD, SS",,12:40-2:10 TR
1408,WGSS,WGSS140B,Introduction to WGSS,1.0,"PPD, SS",,2:20-3:50 TR
1410,WGSS,WGSS250A,Queer Theory/Queer Lives,1.0,"PPD, SS",,8:20-9:50 TR
1412,WGSS,WGSS262A,Transnational Feminisms,1.0,"GL, SS",W,10:00-11:30 TR
1414,WGSS,WGSS290A,Tps:Gender Law and Womanism/African Feminism,1.0,,,10:00-11:30 TR
1416,WGSS,WGSS290B,Tps:African American Women Playwrights,1.0,"PPD, AH",W,2:20-3:50 TR
1418,WGSS,WGSS340A,Feminist Theory,1.0,,,2:20-3:50 MW
1420,WLIT,WLIT105A,Introduction to World Literature,1.0,"GL, AH",,9:10-10:10 MWF
1422,WLIT,WLIT215A,Tps:Viking Myths and Modern Myth-Making,1.0,"GL, AH",W,12:30-1:30 MWF
1424,WLIT,WLIT215B,Tps:Children's Literature,1.0,"GL, AH",W,2:20-3:50 MW
1426,WLIT,WLIT315A,AdvTps:Cultural Studies of Satan,1.0,"GL, AH",W,10:00-11:30 TR
